# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"54","@iamAtheistGirl 🤣 that was funny one."
"55","@MadScientistFF https://t.co/waL33gEo29"
"56","@iblue5OH @Gadgetstark_co i work in the industrial electrical field myself, now over 25 years. i found out the hard… https://t.co/2oSgPYD2VW"
"57","@iblue5OH @Gadgetstark_co that is true, i’ve just got a few out there in the wild, so i can’t really attest to their longevity."
"58","@iblue5OH @Gadgetstark_co don’t ever use the fake wagos tho, i’ve also tested a couple of them, the contacts heat u… https://t.co/bT05WGKmt0"
"59","@iblue5OH @Gadgetstark_co i don’t blame you at all for not trusting them. i didn’t at first either. under test, at… https://t.co/9yNOyysxFH"
"60","@SirSicCrusader have a drink on me. https://t.co/DvVfHuausD"
"61","@Lilithmyers97 best sound track ever."
"62","@thetrueshelby thanks for that, now i have to stick my finger up my butt and yell snake to see my wiener again."
"63","@ThexyBeatht_2 i wished you could have had a talk with my ex.🤣"
"64","@iamAtheistGirl that reminds me of the band GHOST video, dance macabre."
"65","@MarkoSilberhand house boat. don’t see any trump flags on it tho. so it’s not in america"
"66","@Elishabenabuya what a prick."
"67","@ToriatheistTori 🤣🤣🤣that’s a good one."
"68","@Livvv_001 y yes of course! everyone needs some beauty in their life."
"69","@RnRNationlive @RnRliveRadio whole lot of rosie! 42-39-56, you can say she’s got it all!"
"70","@TheReligiouslie wouldn’t those 72 virgins come with 72 m-in-laws? no tkx."
"71","@Gadgetstark_co the only way i would trust that is with solder. buy wire nuts or wagos."
"72","@iamAtheistGirl they say there’s a stairway to heaven, and a highway to hell."
"73","@RnRNationlive @RnRliveRadio last time? well not exactly rnr, it was reo speedwagon."
"74","@iamAtheistGirl someone tell louie louie his phone has a calculator."
"75","@Livvv_001 hi"
"76","@ThinkingAtheist wow, i never saw so much 💩 stacked so high."
"77","@joncoopertweets https://t.co/UHJROQT8mx"
"78","@Livvv_001 yes! of course!"
"79","@iamAtheistGirl which one? i’m curious."
"80","@iamAtheistGirl contradiction and hypocrisy is words not in the bible, so there are many who will not know the word… https://t.co/N2JIUhasY8"
"81","I just wrote my member in a campaign for Freedom From Religion Foundation! https://t.co/2Rqr7t95AN"
"82","I just wrote my member in a campaign for Freedom From Religion Foundation! https://t.co/L9q4Jjrej9"
"83","@IngrahamAngle @QuakeMedia How can intelligence be indoctrinated? Doesn’t intelligence by definition mean that you… https://t.co/5XbLOsQemd"
"84","@StormyDaniels Politics and name calling aside, Stormy Daniels is a hero for everyone who lives in reality that kno… https://t.co/iKWqy9yshb"
"85","@iamAtheistGirl I always say an arab jew, that factual nugget seems to get their panties in a bunch."
"86","@bennyjohnson Ever hear it’s what’s on the inside that counts? If I was a beer drinker, I wouldn’t care what is on… https://t.co/Cd2F50SaL4"
"87","@engineers_feed If the plane is sitting, it doesn’t matter how fast it’s wheels are spinning. No lift is being prod… https://t.co/58Hhi7M66p"
"88","@AtheistRepublic I would love to live a week without superstition injected into every facet of life."
"89","@iamAtheistGirl This was one of my questions for a local preacher, why is there so many flavors of xtians if you al… https://t.co/nPfQbHff0q"
"90","@iamAtheistGirl https://t.co/0MqHiBukF5"
"91","@tedcruz He got his viagra refill today."
"92","@MikeAla45885103 @cannoli1000 The shroud of turin is dated to 13-14th century. As with all artifacts that are claim… https://t.co/vaVoxzSqCk"
"93","@cannoli1000 Decline in superstition is inevitable with knowledge. The age of information is finally what is doing… https://t.co/r2g9TyJGb3"
"94","@pajo_lee @72nivek @PastorAlexLove idk, no one has made up that story yet."
"95","@72nivek @PastorAlexLove You know that saying if all you have is a hammer, everything looks like a nail, well when… https://t.co/yNJScfUgh7"
"96","@PastorAlexLove I saw that same thing on The Mummy, so by that logic, is the mummy real?"
"97","@s8n https://t.co/yd5tIMAGB2"
"98","@TheUnvirgin Everyone keep in mind that all three characters are fictional, why do so many lose the plot and think… https://t.co/Q3Mli04o9n"
"99","@JoJoFromJerz @RonFilipkowski If I didn’t know the names, I would just assume this is the plot to a female version of Zoolander."
"100","@sirDukeDevin Jeff, from the cartoon American Dad."
"101","@cannoli1000 🤣wtf    ok a guy is getting his bells jingled while holding a rainbow plunger. this is officially the… https://t.co/ER0amik7Jr"
"102","@ChristnNitemare Persecuted? what a joke. That’s just weird. Religion sure brings the freak out in people."
"103","@GeorgeTakei Hmm, I’m thinking it was something ketchup covered that slipped out the other end."
"104","@GeorgeTakei If brains was dynamite, TFG wouldn’t have enough to blow her nose."
"105","@pattonoswalt The Maga movement in a picture."
"106","@BentDepraved @iamAtheistGirl https://t.co/exX2ydIdJv"
"107","@iamAtheistGirl https://t.co/tB8CCEzO2x"
"108","@MeidasTouch I would like to donate a boatload of thoughts and prayers to ms lindsey to save his man."
"109","@nathaliejacoby1 GUILTY"
"110","@JoJoFromJerz He did have that somebody pissed in my cornflakes look going on. 🤣"
"111","@Spawn_03 @KellDA Gaetz will just have to visit via glory hole when he is in prison."
"112","@Out5p0ken when convicted all perks and privileges should be stripped away. so how about it congress? a new law needs drafted."
"113","@JoJoFromJerz “Swamp Thing” TFG sure looks like a fish outta water. Not the typical waffle house greeting shes used to."
"114","@MysterySolvent Skank Stank"
"115","@MysterySolvent https://t.co/vQfN1yMENB"
"116","@iamAtheistGirl Trying to reason with the irrational is a lost cause. Tell them to piss off."
"117","@cannoli1000 For over 2000 years now, xtians have lived and died waiting for their imaginary friend. Why not live l… https://t.co/XVAmZlKvsH"
"118","Trump has raised $7 million since last Tuesday. Lets say the donors gave $20 each. That’s 350,000. So not so many p… https://t.co/hzwPuFOlH8"
"119","@theliamnissan I guess that makes Trump chunk 🤣"
"120","@cannoli1000 All knowing, all powerful, but always needs money. That scam has worked far to long on far to many."
"121","@iamAtheistGirl @JamesShantie I just took a look as well, and I have to agree."
"122","@benshapiro ah fair enough. it is what it is."
"123","@KeithOlbermann He does try so hard to win daddy’s love that will never come. So sad, a total loser that I have nev… https://t.co/iQujY61aqY"
"124","@EzerRatchaga neither, it’s bs. looks like a youtube free energy scam without the free energy claim. notice that th… https://t.co/tbjB3yfyVY"
"125","@iamAtheistGirl Praying works so well that the popemobile has bulletproof glass, to stop all those incoming prayers."
"126","https://t.co/ywqkV1zbr2"
"127","@TheDemocrats At least she can bend over, unlike Pence, because of the telephone pole sized stick up his ass."
"128","@cannoli1000 Very much true, delusion precisely. It fits the DSM definition exactly. However it does have an exempt… https://t.co/vEGvsxAYJv"
"129","@cannoli1000 🤣 roasting nuts on a open fire. no tkx, i’ll pass on the crazy."
"130","@ACTforAmerica https://t.co/xNFgOQI3P7"
"131","@ericareport nauseating"
"132","@ElieNYC @antifaoperative @60Minutes It’s TFG in my book."
"133","@joncoopertweets closeted."
"134","@nathaliejacoby1 @CalltoActivism where is D for death? thats my vote."
"135","@GeorgeTakei corrupt"
"136","@Jim_Jordan how about fucking awesome, it appears it is true, no one is above the law."
"137","@joncoopertweets The right wing combining every failed shitshow together with a cherry on top. King Jesus Trump, esq."
"138","@smalls2672 @Paultx890 If you’re in earshot of that woman’s flapping piehole, do what i do and pretend you just hea… https://t.co/j4UyiZ6VEJ"
"139","@theliamnissan 😂"
"140","@laurenboebert I’m glad to not live in your district, I can only imagine the type of people that would vote for the… https://t.co/XXgjzPb5i5"
"141","@walkersmanage @StormyDaniels Trump did."
"142","@StormyDaniels I got mine today, thanks Stormy! https://t.co/GO6D0WktT1"
"143","@lisa_liberal @aintscarylarry Very fitting, Waco does seem to draw the mentally challenged."
"144","I got my pic today, thanks Stormy! https://t.co/klQq07r9N8"
"1","@TheNBACentral No"
"2","History will be made today…hopefully God is with us"
"3","Lakers luck bout to run out"
"4","No cap I like this too https://t.co/zXIsHsIuLz"
"5","@Dame_Lillard Dame please 😭😭😭"
"6","This thread got me weak 😭 https://t.co/VIxOsxI8pP"
"7","This upsets me https://t.co/bMQbpQb6I0"
"8","Bored af"
"9","I sure as hell hope so https://t.co/AtTKuJ9IhC"
"10","Get rid of that old ass PG an sorry ass center ASAP https://t.co/rmdAJTi7kk"
"11","If they don’t have a story these days they’ll make one"
"12","Mikal Bridges, Cam Thomas, Tyler Hero, I can go on an on https://t.co/sk4DvArl6Y"
"13","I've been peeping this. Honestly this why journalism going downhill it's the hate culture https://t.co/J3EtW898T4"
"14","@jadayoungx @elisenailah That’s foul !"
"15","So In Texas teachers get paid more 🤔"
"16","Lauren the most wholesome but y’all want that shiesty  mf Effie … they all bad tho 🥰 https://t.co/dWmoUWlEzx"
"17","That’s my baby an ima stand beside ha"
"18","No friends in the industry 😂🥲"
"19","Clamps https://t.co/vDIbwzIz3i"
"20","An that’s on Hannah Montana https://t.co/JSk4XkDfD8"
"21","Only bad thing about vacation…ion be wanting to go back to work"
"22","I need a fuckin joint"
"23","@DailyLoud He right but unfortunately we won’t"
"24","We not friends and I’m not doing you any favors 💕"
"25","It’s cold as fuck In here 😒"
"26","This is why they are teaching us at FAMU that we need more people of color who have a desire to screen write. This… https://t.co/ZN9gHlko82"
"27","@crackcobain__ Ion even understand why she gave them that dog in the first place. Shit like this pisses me off … free socks man"
"28","What’s understood never has to be explained"
"29","Ion give a fuck that’s dirty lol"
"30","@hbcushaderoom So we not gone talk about how dirty this look. Man’s violating with the camera. Her shoes dirty af a… https://t.co/o9OlrD7o8p"
"31","“Damn both my niggas going to jail today” 😂😂😂"
"32","@AlexisMorrisWBB https://t.co/OGxJGX5Ly6"
"33","@AlexisMorrisWBB Congratulations I became a huge fan in the finals #realballer"
"34","5 years before a trial the criminal system sick af https://t.co/z5M2SAGdQW"
"35","I need a min"
"36","Thank you Lord for dying for me today"
"37","People weird af on the web"
"38","TikTok really that platform"
"39","@IsiahThomas @DetroitPistons You gotta get over your pride my boy"
"40","Trash talk apart of the game. Carry the hell on"
"41","LSU putting a hurting on them 😭😭 I LOVE IT"
"42","@hbcushaderoom She a bum go find better"
"43","Finna be at the bar with my 🍿"
"44","@_amilas Gucci guilty"
"1","Let me correct this common misconception:
Armed Forces Day celebrates active duty.
Veteran's Day celebrates vets. M… https://t.co/kpDH0j7Ob0"
"2","@richard2380 @ClaudiaOdell2 Exactly as they planned. Texas kids and families will suffer even more."
"3","@RonFilipkowski His daddy loves him even less now. 😆😆😆"
"4","@DougWahl1 Some of his lawyers think so."
"5","@Nerzog999 Well said. When corporations and the wealthy are properly taxed, they expand and create new jobs which b… https://t.co/sGpsDSU76k"
"6","@StacyAndy4 It's weird, isn't it? My follower count hasn't changed for months, neither has the number of people I f… https://t.co/z8FcNQEXwU"
"7","@TommasinaResist That tells us all we need to know about her thinking."
"8","If you're fed up with Republicans hurting the American people to benefit their billionaire and corporate overlords,… https://t.co/yKBj50W1bR"
"9","@Nerzog999 That's what we did the last two times the GOP pulled this crap. Also why Newt Gingrich and Paul Ryan are… https://t.co/jcwk8zIXcq"
"10","@DougWahl1 Really bad terminology for police reform."
"11","And these outrageous demands is why we're on the brink of default. https://t.co/VawmNQZtSb"
"12","@Mollyploofkins Don Fransisco 100% Columbian Supremo. Decent coffee, affordably priced at Walmart. I'm frugal."
"13","@EmilioRose9 Report that person and block them from your feed. It's the only way to handle bullies here. If I see it I'll report it too."
"14","@gggirl924 I'd feel so much safer if everyone was using self driving cars. Human negligence is the cause of most ac… https://t.co/UA1listNBd"
"15","And Americans will blame @SpeakerMcCarthy and the GOP if default happens. Democrats wouldn't hurt people this way. 
https://t.co/yaMg1Jhpda"
"16","@RadarResist I think it's time the rest of us jump in and confront the bastards. Send a message we will not stand f… https://t.co/kDtt3YYJ67"
"17","@gscucci Didn't he shoot his eye out?"
"18","@297_ArubaLover DeSatan."
"19","@KwikWarren That's ok. Whites have dominated as Pentagon heads throughout our history. It's time we step aside."
"20","It does my heart good to see the civilian organizers of J6 be held accountable. Up next: members of Congress? Or wi… https://t.co/vnC37tfFwF"
"21","@rex197878 That's a head of catbage!"
"22","@lolrh1 She made excuses, she's helping the abuser."
"23","@BlueOc1981 Maybe you're reinfected. Have you tested?"
"24","When one parent is abusive it's often the case their partner enables by covering up or excusing the abuse. https://t.co/xGb5TlDkGC"
"25","@bruce_steiner The FBI is working it's way up the food chain. Rhodes is just the first of many."
"26","@JerryBurton15 Nah. Let Stewart face his new reality. Show him the mercy he showed LE on J6."
"27","@AnneYounger14 @Michell33650674 You must be encountering the wrong people. We spent  several years up in WA and the… https://t.co/FyGVLCM8od"
"28","@Michell33650674 I'm glad you got relocated."
"29","@RogerZenAF Because the majority of federal judges already ARE straight white males. Maybe the congressman should d… https://t.co/pXyv705ly3"
"30","So the SCOTUS doesn't think we need safe, clean drinking water. Or that the EPA should be able to do it's job. No w… https://t.co/x02qKcTjx7"
"31","@OGrady_Texas @CBSPolitics Wetlands are nature's water filter. Morons."
"32","@MichaelArt123 He thinks he's bargaining like a tough guy. 🤣"
"33","@LuvOneAnother7 💙💙💙"
"34","Who is smarter?"
"35","@misty013 @justLiam300 Nice."
"36","@justLiam300 Their responsibilities"
"37","What kind of loser relaunches a campaign on day 2? https://t.co/ujjVyVCSAA"
"38","@RikHavic 😆"
"39","President Biden is no fool. He knows Republican games. He'll give them every opportunity to accept a reasonable off… https://t.co/OJkzQcfoAC"
"40","Are they really stupid enough to think crashing the US economy just because they can and all the suffering that wil… https://t.co/l3yqUONfAA"
"41","@MichaelArt123 And the GOP, who don't negotiate in good faith, add more demands instead. They WANT a US default."
"42","@Irma_Spikeymama Fckers"
"43","Speaking at a 2-5 grade level is something Republican presidential candidates aspire to? Who knew? I thought it was… https://t.co/uxvjQSE8E7"
"44","I'm thinking that with Rotten Ronnie DeSatan's LGBTQ hatred and 'woke' obsession he must be as closeted as it gets."
"45","@mindys4Biden @ClaudiaOdell2 Boebert wins stupidest MOC in my book. Rand Paul for Senate."
"46","@ER_RN_TNCCI Sounds like in Floriduh and other red states that could change, sadly."
"47","@MikeJoPro DOJ appointed a special prosecutor and although it focuses on stolen documents I expect there's a J6 link in there somewhere."
"48","DOJ has nearly worked its way to the top of this heap. Now do seditious members of Congress and their leader. https://t.co/SHVZe5yARQ"
"49","@Mollyploofkins @MiaMia87217278 Because oppressing women works so well?"
"50","@ItsJeffHudson I'm an ally. You can count on my support."
"51","Not the 25 years prosecutors wanted but Stewart Rhodes will probably end up doing his entire time because he isn't… https://t.co/CeQIhApL3O"
"52","@AnnevanLeur Having one's voters be at a 3-5 grade mentality is nothing to brag about."
"53","We gotta improve education. Don't these people ever look at the moon? https://t.co/dgN4az3unM"
"54","@blaireerskine Is she serious?"
"55","I can hardly wait to see what Stewart Rhodes gets. https://t.co/XnRg0DCXrF"
"56","If you had to chose between Trump &amp; DeSantis, which would you choose? 
I'd choose Trump because I detest Nazis."
"57","@MikeJoPro All you have to do is remember 2017- 2021 and it's lasting effect on US."
"58","@TheRealThelmaJ1 @uNoClimbGorilla GOP standards are so low. Doesn't sound like he's even Arizonan. Mark Kelly won't be losing any sleep. 😆"
"59","@HowardA_AtLaw I've learned a lot by following you, Howard but I https://t.co/QD0mMmuuVg idea  what this DeSatan obsession is either."
"60","@radleybalko They do it under the guise of stopping fentanyl but most fentanyl intercepted at the border is being t… https://t.co/07kWmi9PXj"
"61","@wahlins @gggirl924 Good for you. My husband went thru a similar fight with his evil ex. Mixed results, his ex is o… https://t.co/cyGUbDZb3d"
"62","@gggirl924 Count me in."
"63","@Anonymous_Link Dontcha just love Anonymous?"
"64","@NoLieWithBTC @JuddLegum Wow. Disinformation gone mainstream."
"65","ROFLMAO!!!!!
And it's spot on. https://t.co/HT3Arggm5T"
"66","@griffinp_inc Looks yummy!"
"67","@gggirl924 @HassenplugCarl Lol. So true!"
"68","@Mollyploofkins Or my Social Security. We depend on that money to survive."
"69","@heelmanitoba Great idea."
"70","@namwella1961 Fake laugh from a fake man."
"71","@JamesFLoveIV @POTUS https://t.co/4p8KiwqMCf"
"72","@teeniemartini Good way to put it, Carol. Thank you."
"73","@EllaLeeUK @TheDemocrats They just passed this unconstitutional crap yesterday, ffs. Do you have any idea how the legal system works?"
"74","@DigitalWarfare1 Take it to the people, Joe. Expose the right's agenda to destroy America."
"75","Why is it right wingers use names that denote something they're not? https://t.co/NCno0Vmny7"
"76","@Peatches66 Hugs"
"77","@DiningNearMe Mint chocolate chip is right up there."
"78","@DougWahl1 Until they limit Viagra access and force men to have vasectomies, there's no war on men except in the mi… https://t.co/k8Gxy7rUs6"
"79","@rxjef77 Has cemented himself as a far-right extremist is more like it."
"80","@Mollyploofkins 🤬"
"81","@RogerZenAF Not ready for prime time Ronnie"
"82","The truth is it's not a spending problem, it's an 'excessive tax cuts for the wealthy' problem, starting with Ronal… https://t.co/gj7yVJR6WI"
"83","@ask_aubry Most white people don't look Nordic like that although the Nazis loved that look."
"84","@JerasIkehorn A lot less than I thought a couple of days ago and that wasn't much."
"85","@jasonllevin Weak"
"86","@JessicaUSAF @MeidasTouch The Spaceballs theme would have been more appropriate."
"87","@McLovinRobbery @MeidasTouch 🤮"
"88","@chenbfang @elonmusk @DavidSacks @GovRonDeSantis Why would anyone sane bother? The garbage Ron gets away with spewi… https://t.co/BhujcGMPRl"
"89","@Anti_SS_69 DeSantis just declared war on the American majority."
"90","@nomandates23 @WhipKClark What are you talking about? My blue home state made sure vets got our vaccines. And befor… https://t.co/Ytzm6hsxGK"
"91","@WhipKClark Thank you."
"92","The quickest way to tank the US economy is to make sure millions can't pay their debts, mortgages, health care or travel expenses."
"93","@TheOnlyEsta Birds of a feather. I see the number of people sticking around for that clusterfck of egos has dropped rapidly."
"94","@MariusKothor Congratulations. Good work! Immigrants make America great."
"95","@LeaningLeftShow Yes. https://t.co/tsnskG4PXQ"
"96","@AriDrennen Time to reign in hate speech."
"97","@297_ArubaLover We don't need another lawless Republican in government."
"98","I see Spike Lee's dad also passed away. RIP, sir."
"99","https://t.co/OtmEyjPp9b"
"100","@Miti_Blue 🖐️"
"101","Well? @Nikki https://t.co/nISdJcUamX"
"102","@TheAstuteGaloot And some Saudis"
"103","@JamesFLoveIV 😲🤬"
"104","@tommyboy0690 Reagan tax cuts, Bush tax cuts, Trump tax cuts... Their plan is to gut the government and force it in… https://t.co/YcAisONt8z"
"105","@Liberals4Liber1 And Musk is happy to enable him. How unamerican."
"106","@WaltTheStalt @RonFilipkowski Small brain, definitely."
"107","@RonFilipkowski Is Trump confusing his diet coke can with the red button he pushed on The Apprentice? And what does… https://t.co/g5taie2Zqg"
"108","@MiaMia87217278 I was a single mon trying to survive with a deadbeat ex who didn't support his kids. Men have no id… https://t.co/WJPA7bAdGR"
"109","@Tennesseine @MiaMia87217278 @biddledown I have family that left and they're glad they did too, but how rude to cal… https://t.co/SVoxPat0E4"
"110","It sure would be nice if Elon Musk would get his chat bar out of my feed. I have zero interest in Rotten Ronnie's vanity campaign."
"111","@TheSGTJoker 😂😂😂"
"112","@SueMassa256 In 2020? Yeah, there were probably million idiots who regret it now. Or red state Repubs are messing w… https://t.co/KJwMlmsyjB"
"113","@Meidas_LaurenA QAnon nut jobs."
"114","@audgeblue Ronald Reagan's campaign slogan was MAGA and no Republican has deviated from that tired old message in decades. *Yawn*"
"115","@teeniemartini That actually sounds good."
"116","@MajorFactor2 Wow. Where was this?"
"117","@TheRantingBeast @NoLieWithBTC @Acyn Because @SpeakerMcCarthy is too weak to stand up to her bullying."
"118","@TruthingtonPost @NoLieWithBTC @Acyn Surely you jest. Between the absurdity of GOP hearings while the country burns… https://t.co/7NID8yoLpa"
"119","@NoLieWithBTC @Acyn If @SpeakerMcCarthy  had any decency he'd stop letting Crazy Marge make him look like a fool."
"120","@Rayscot2963 My god, is any place in the US safe anymore?"
"121","@rogerledbette11 @BadrobotLinda Beautiful area of Oregon."
"122","Did Ron DeSantis ever sign the legislation that allows him to govern FL while running for president, or is he just… https://t.co/xVzSBKR0e7"
"123","@_DefeatDesantis ❤️ Be happy to."
"124","Reagan cut taxes. Both Bushes cut taxes. Trump cut taxes. And this is why we have the deficit today. We had suffici… https://t.co/WLLcr4CyBB"
"125","@boricuabc2 @paintlots Misused it how? By collecting the benefits we worked and paid fo"
"126","@nyccookies @jjb808 Thinks he's hot sh*t til police catch up with him."
"127","@ReallyAmerican1 Is she the nut job also accusing Hillary of intentionally losing to Trump?"
"128","@SpeakerMcCarthy 
You've got a lot of nerve to take off for the holiday weekend while those of us who depend on the… https://t.co/Q1bhIrtqne"
"129","@Murp1953Tim @hackit_mr White trash"
"130","@MacFarlaneNews 'Don't do the crime if you can't do the time' would have saved these J6 seditionists some grief."
"131","@albafella1 Sorry Russia, Putin will not protect you."
"132","@JakeSherman @LiftForever67 Shouldn't Congress stay in session until this crises they manufactured is over?"
"133","@mariashriver RIP, Tina Turner. You were a spectacular artist."
"134","@danpfeiffer @SpeakerMcCarthy Good ol 'false equivalence Mitch'  points out Biden voted against raising the debt ce… https://t.co/dOB2sphOjq"
"135","@Bill43111 @PaulaMeehan12 @rgoodlaw @supernovagirlie That's not gonna happen."
"136","@1JaySC @boyd_pursley 💙"
"137","Repubs might want to rethink their 'holding America hostage' program. Look at what's happened in other countries wh… https://t.co/Gn8nBkt0Iy"
"138","@MuadDib420 @QasimRashid The majority of us haven't had your experience, cupcake."
"139","@genuine_rp @JThomasMadden1 Sounds like the Ramen Shaman will be busy."
"140","Wow, another weak man wearing shoe lifts. 😆 https://t.co/U7KITgZWtk"
"141","@ChadLivengood @JThomasMadden1 @MichiganDOT Especially since they're taxpayer funded."
"142","@danpfeiffer @JThomasMadden1 Not reporting what Republicans are publicly saying is also 'taking a side', isn't it?"
"143","@Murp1953Tim And their shameful dereliction of duty is being exposed."
"144","It's true Biden voted against raising the debt ceiling during the Bush presidency but look at the wasteful spending… https://t.co/rNPYnT6DiJ"
"145","@SOCALDEMS @ReallyAmerican1 @MDomino07 💯"
"146","If Repubs push it to that, YES. The Constitution states our debts will be paid. Not doing so is unconstitutional. https://t.co/w5sNYHQT5z"
"147","@ReallyAmerican1 This veteran blames the GOP. Where was their concern when Trump added trillions to the deficit in just 4 years?"
"148","Most Americans aren't invested in Wall Street but we do invest in America with our tax dollars. Why do Republicans… https://t.co/mkF4hU4NBd"
"149","@JediBerry @lauferlaw @SpeakerMcCarthy The budget is not the debt ceiling. And: https://t.co/O70YZIZbG5"
"150","@lauferlaw @SpeakerMcCarthy Don't be suckered by GOP thugs. If it weren't for the Bush/Cheney tax cuts and the Trum… https://t.co/hHkmINQIiv"
"151","If you care about the Constitution and civil rights you'll add the fascist state of Arkansas to your 'no go' list.… https://t.co/I0N3B69Nbo"
"152","Americans elected Joe Biden for a reason. We will not forget the GOP's shameful games at our expense. Elections are… https://t.co/PJn2F5V0LL"
"153","@yadvashem @DanielW_71 😢"
"154","@TonyHussein4 Elections are coming and we won't forget GOP efforts to strangle the economy and hold Americans hostage."
"155","@Kaylan_TX @deb_523 Very disturbing. Who wants this kind of life for their child? And they portray Jesus totally wr… https://t.co/16sqkr86Cz"
"156","@mrgreen Impressive."
"157","@RepMcGovern We wouldn't have such deficits were it not for the 2017 and Bush era tax cuts for the wealthiest Ameri… https://t.co/GWjUQGgenc"
"1","@Effie_Yu1 @ACTBrigitte https://t.co/jtoUapfdU9"
"2","@Effie_Yu1 @Trucknutz6 @ACTBrigitte So when he wins the electoral system is good but when he loses it is not. 
The MAGA logic 🙄"
"3","@Effie_Yu1 @ACTBrigitte Ok….what polling?"
"4","@SpeakerMcCarthy Take of your mask, Mr. speaker. This is a cheap political move to use the default to create a poli… https://t.co/0D5O569r5i"
"5","@arizona_jack8 @NickAdamsinUSA Says the righturds?"
"6","@Effie_Yu1 @ACTBrigitte Lol. And if he wins then the electoral system is good?
The majority of Americans support T… https://t.co/AEy5fx8Nzf"
"7","@singmatedie @ACTBrigitte Good question…don’t know.
Again, if Trump loses again, will it be a stolen election? 
I… https://t.co/FcV9JRz9tG"
"8","@ACTBrigitte If he loses the election it will be  stolen. If the same electoral system gives him a win…..would it still be stolen? 🙄
Pfffff"
"9","@NickAdamsinUSA Why would anyone fear you?"
"10","@RepMTG Totally unfit"
"11","@RepMTG No"
"12","@elonmusk How do you separate your political views and biases from Twitter? How do you eliminate the potential conflict of interest?"
"13","@AZNana262 @christianllamar It means that now whenever a Republican loses an election it is stolen. If the same ele… https://t.co/zg7xu8RZwy"
"14","@christianllamar What a load of cacadoodledoo! Every time there is an election lost it is stolen?  Pfff!"
"15","@NvrBackDown24 @ProudElephantUS Fake Republican that pushes big government. Also, just another MAGA follower disgui… https://t.co/qoKfBIqH7i"
"16","@RepAndyBiggsAZ That’s a “woke” move isn’t it? You are proposing to defund a major arm of our security and law syst… https://t.co/8NQorT0uIO"
"17","@CNN It will be a joke and will go nowhere."
"18","@NickAdamsinUSA And we should care because….?"
"19","@RepMTG Get a job Margie……."
"20","@4Mischief The only country in the developed world with such problems…….more guns is obviously not the fix"
"21","@g_berish @NickAdamsinUSA Trump is the golden calf…..a false idol built on BS"
"22","@nking5912 @NickAdamsinUSA Another Christian, right?"
"23","@TheRevIV @NickAdamsinUSA Reverend of the Church of Maga? Anyone can call themselves a reverend and preach their ow… https://t.co/LLXsjPLMFI"
"24","@Alt1J @NickAdamsinUSA But he is a man of God! A true Christian……..An alpha that only eats at Hooters and loves foursomes with his buddies"
"25","@NickAdamsinUSA How much do you get paid to do this?"
"26","@GeraldoRivera He is taking sometime off at Mar-a-Lago………all expenses paid"
"27","@RepMTG What a joke and waste of your salary Marjorie. Please do something of value for YOUR constituents."
"28","@NickAdamsinUSA The Big Mac Storm 🤣 https://t.co/R4eJKyu6vs"
"29","@NickAdamsinUSA https://t.co/sjkOXhUl5r"
"30","@ACTBrigitte Lol……but you do."
"31","@brian_normoyle @NickAdamsinUSA Whatever happens please make sure you never open an OnlyFans account……"
"32","@NickAdamsinUSA A real Alpha Male 🙄…….Trump is an Omega Man, an insecure and uneducated individual who believes he… https://t.co/GHxlRizgRE"
"33","@NickAdamsinUSA How about showing respect? Is that also part of your definition of an alpha male?"
"34","@NickAdamsinUSA Are you exiting the closet?"
"35","@ACTBrigitte I would get my facts straight before publishing such garbage."
"36","@NickAdamsinUSA Great and important news……thanks for the update. My Life has changed completely with this revelation!"
"37","@djajax @ACTBrigitte She posts the same garbage as the Alpha Man……honestly embarrassing content"
"38","@ACTBrigitte Here is one: Super Big Mac!!! https://t.co/bNx0yf63yT"
"39","@NickAdamsinUSA I thought so….."
"40","@keristrev @NickAdamsinUSA Add to that the constant talk about foursomes with the guys….."
"41","@BobbyLWesson @NickAdamsinUSA 🤣🤣🤣🤣"
"42","@NickAdamsinUSA Tell us about your legacy……."
"43","@elonmusk Let’s discuss that statement!
In the midst of the largest death toll ever faced in the U.S. (in modern t… https://t.co/M3Jikz30dp"
"44","@ACTBrigitte Yes but you disrespect half of Americans that DO NOT agree with your political and religious views.… https://t.co/Kr8YYsSybq"
"45","@4Mischief Well, they might love their country but not under a dictatorship. They probably would go back if they ha… https://t.co/UEVQk5niKH"
"46","@NickAdamsinUSA Trump was born with a silver spoon handed to him……he never graduated top of any class. 
Get your facts straight….!"
"47","@JohnnyBeBad17Q @SashaMania36 @GeraldoRivera Typical reply, emulating the BS that comes out of Trump’s mouth and righturds like you"
"48","@TAftermath2020 That was just a BS, political candidate response that did not come from the heart. I mean it came out like deer poop!!"
"49","@TAftermath2020 The fact that you think this is correct says a lot about your “MAGA”"
"50","@4Mischief Ted Cruz is full of caca……"
"51","@CollinRugg The only reason why immigration was lower: COVID. 
Cut the BS!"
"52","@RepMTG Extremely secure borders: Promises promises 
Extremely low crime: Sure, with easy access to assault weapon… https://t.co/jP94GJZM2i"
"53","@ACTBrigitte Brigitte you are obviously TOTALLY MISINFORMED. Do your homework and then come back with factual infor… https://t.co/qmwCm2rL79"
"54","@mtgreenee You just need your ticket to fame…….🙄 that’s why you stick to him."
"55","@SashaMania36 @GeraldoRivera Agreed 10000%"
